-2	12.5
0	17.5
0	22.5
0	27.5
-3	32.5
-3	37.5
-3	42.5
-3	47.5
0	52.5
0	57.5
0	62.5
-3	67.5
-3	72.5
-3	77.5
-3	82.5
0	87.5
0	92.5
0	97.5
-3	102.5
-3	107.5
-3	112.5
-3	117.5
0	122.5
0	127.5
0	132.5
-3	137.5
-3	142.5
0	147.5
0	152.5
0	157.5
0	162.5
0	167.5
0	172.5
0	177.5
0	182.5
0	187.5
0	192.5
0	197.5
-2	202.5
-2	207.5
0	212.5
0	217.5
0	222.5
0	227.5
0	232.5
0	237.5
0	242.5
0	247.5
0	252.5
0	257.5
-3	262.5
-3	267.5
0	272.5
0	277.5
0	282.5
0	287.5
0	292.5
0	297.5
0	302.5
-3	307.5
-3	312.5
0	317.5
0	322.5
0	327.5
0	332.5
0	337.5
0	342.5
0	347.5
-2	352.5
-2	357.5
-2	362.5
0	367.5
-3	372.5
-3	377.5
-3	382.5
0	387.5
0	392.5
0	397.5
-2	402.5
-3	407.5
0	412.5
0	417.5
0	422.5
0	427.5
0	432.5
0	437.5
0	442.5
0	447.5
0	452.5
0	457.5
0	462.5
-2	467.5
0	472.5
-3	477.5
-3	482.5
0	487.5
0	492.5
0	497.5
0	502.5
0	507.5
0	512.5
0	517.5
-2	522.5
-3	527.5
-3	532.5
-3	537.5
-3	542.5
-3	547.5
0	552.5
0	557.5
0	562.5
0	567.5
-3	572.5
-3	577.5
0	582.5
0	587.5
0	592.5
-2	597.5
-2	602.5
0	607.5
0	612.5
0	617.5
-2	622.5
0	627.5
0	632.5
0	637.5
0	642.5
0	647.5
0	652.5
0	657.5
-2	662.5
0	667.5
0	672.5
0	677.5
-3	682.5
0	687.5
0	692.5
-2	697.5
-3	702.5
-3	707.5
0	712.5
0	717.5
-3	722.5
-3	727.5
-3	732.5
-3	737.5
-3	742.5
-3	747.5
-3	752.5
-3	757.5
-3	762.5
-3	767.5
-3	772.5
-3	777.5
-3	782.5
-3	787.5
-3	792.5
-3	797.5
0	802.5
0	807.5
0	812.5
-3	817.5
-3	822.5
-3	827.5
-3	832.5
-3	837.5
0	842.5
0	847.5
-3	852.5
-3	857.5
-3	862.5
-3	867.5
0	872.5
