0	12.5
0	17.5
0	22.5
-2	27.5
-2	32.5
-3	37.5
-3	42.5
-3	47.5
-3	52.5
-3	57.5
-2	62.5
0	67.5
-2	72.5
-2	77.5
-3	82.5
-3	87.5
-3	92.5
-3	97.5
-3	102.5
-3	107.5
-3	112.5
-2	117.5
-2	122.5
0	127.5
0	132.5
0	137.5
0	142.5
0	147.5
0	152.5
0	157.5
0	162.5
0	167.5
0	172.5
0	177.5
0	182.5
0	187.5
0	192.5
0	197.5
0	202.5
0	207.5
0	212.5
0	217.5
-2	222.5
0	227.5
0	232.5
0	237.5
0	242.5
-2	247.5
-2	252.5
-3	257.5
-3	262.5
-3	267.5
-3	272.5
-3	277.5
-2	282.5
-2	287.5
-2	292.5
-2	297.5
-2	302.5
-2	307.5
-2	312.5
-2	317.5
-3	322.5
-3	327.5
-2	332.5
0	337.5
0	342.5
0	347.5
0	352.5
0	357.5
0	362.5
0	367.5
-2	372.5
0	377.5
0	382.5
0	387.5
0	392.5
0	397.5
0	402.5
0	407.5
0	412.5
0	417.5
-2	422.5
-3	427.5
-3	432.5
-3	437.5
-3	442.5
-2	447.5
0	452.5
0	457.5
0	462.5
-3	467.5
-3	472.5
-2	477.5
-2	482.5
0	487.5
0	492.5
0	497.5
0	502.5
0	507.5
0	512.5
-2	517.5
-3	522.5
0	527.5
0	532.5
0	537.5
0	542.5
-2	547.5
-2	552.5
-2	557.5
0	562.5
0	567.5
0	572.5
0	577.5
0	582.5
0	587.5
0	592.5
0	597.5
0	602.5
0	607.5
0	612.5
0	617.5
-2	622.5
0	627.5
0	632.5
0	637.5
-2	642.5
-2	647.5
0	652.5
0	657.5
0	662.5
0	667.5
0	672.5
-2	677.5
-2	682.5
-3	687.5
-3	692.5
0	697.5
0	702.5
0	707.5
0	712.5
0	717.5
0	722.5
0	727.5
0	732.5
0	737.5
-1	742.5
-2	747.5
-2	752.5
-2	757.5
-3	762.5
-3	767.5
-3	772.5
-3	777.5
-3	782.5
-3	787.5
-3	792.5
-3	797.5
-3	802.5
-3	807.5
-3	812.5
-3	817.5
-3	822.5
-3	827.5
-3	832.5
-3	837.5
-3	842.5
-3	847.5
-3	852.5
-3	857.5
-3	862.5
-3	867.5
-3	872.5
-3	877.5
-3	882.5
