0	12.5
0	17.5
0	22.5
0	27.5
0	32.5
-2	37.5
-3	42.5
0	47.5
0	52.5
-2	57.5
-2	62.5
0	67.5
0	72.5
0	77.5
0	82.5
-3	87.5
-3	92.5
-2	97.5
0	102.5
0	107.5
-2	112.5
-2	117.5
0	122.5
0	127.5
0	132.5
0	137.5
0	142.5
0	147.5
0	152.5
0	157.5
0	162.5
-3	167.5
0	172.5
0	177.5
0	182.5
0	187.5
0	192.5
-3	197.5
-3	202.5
0	207.5
0	212.5
0	217.5
-3	222.5
-3	227.5
-3	232.5
0	237.5
0	242.5
0	247.5
0	252.5
0	257.5
0	262.5
-3	267.5
-3	272.5
-3	277.5
-3	282.5
-3	287.5
0	292.5
-3	297.5
0	302.5
0	307.5
0	312.5
0	317.5
-3	322.5
0	327.5
-3	332.5
0	337.5
-3	342.5
0	347.5
-3	352.5
0	357.5
-3	362.5
0	367.5
-3	372.5
0	377.5
-3	382.5
0	387.5
-3	392.5
0	397.5
-3	402.5
-3	407.5
-3	412.5
-3	417.5
-3	422.5
0	427.5
-3	432.5
-3	437.5
0	442.5
0	447.5
0	452.5
0	457.5
0	462.5
0	467.5
-3	472.5
0	477.5
-3	482.5
0	487.5
0	492.5
0	497.5
-3	502.5
-3	507.5
0	512.5
-3	517.5
-3	522.5
-3	527.5
-3	532.5
-3	537.5
-3	542.5
-3	547.5
0	552.5
0	557.5
0	562.5
0	567.5
0	572.5
-3	577.5
-3	582.5
-3	587.5
0	592.5
0	597.5
0	602.5
0	607.5
0	612.5
-3	617.5
-3	622.5
-3	627.5
0	632.5
0	637.5
0	642.5
0	647.5
0	652.5
0	657.5
-3	662.5
0	667.5
0	672.5
-3	677.5
0	682.5
-3	687.5
-3	692.5
0	697.5
0	702.5
0	707.5
-3	712.5
0	717.5
-3	722.5
0	727.5
-3	732.5
0	737.5
-3	742.5
0	747.5
-3	752.5
-3	757.5
0	762.5
0	767.5
0	772.5
0	777.5
0	782.5
0	787.5
0	792.5
0	797.5
0	802.5
0	807.5
-3	812.5
-3	817.5
-3	822.5
-3	827.5
-3	832.5
-3	837.5
-3	842.5
-3	847.5
-3	852.5
-3	857.5
-3	862.5
-3	867.5
0	872.5
0	877.5
0	882.5
-3	887.5
-3	892.5
-3	897.5
-3	902.5
