-1	12.5
-2	17.5
-3	22.5
-3	27.5
-3	32.5
0	37.5
0	42.5
0	47.5
0	52.5
0	57.5
0	62.5
0	67.5
0	72.5
-2	77.5
0	82.5
0	87.5
0	92.5
-2	97.5
-3	102.5
-3	107.5
-3	112.5
-3	117.5
-3	122.5
0	127.5
0	132.5
0	137.5
0	142.5
-2	147.5
-2	152.5
-3	157.5
-2	162.5
-2	167.5
-2	172.5
-2	177.5
-2	182.5
0	187.5
-2	192.5
-2	197.5
-2	202.5
0	207.5
0	212.5
0	217.5
-3	222.5
-3	227.5
-3	232.5
-3	237.5
-2	242.5
-2	247.5
-2	252.5
0	257.5
0	262.5
-2	267.5
-2	272.5
0	277.5
0	282.5
0	287.5
0	292.5
0	297.5
-2	302.5
-2	307.5
-2	312.5
0	317.5
0	322.5
0	327.5
0	332.5
0	337.5
0	342.5
0	347.5
-1	352.5
-1	357.5
-2	362.5
-2	367.5
-2	372.5
-2	377.5
-2	382.5
0	387.5
0	392.5
0	397.5
0	402.5
0	407.5
0	412.5
-2	417.5
-2	422.5
0	427.5
0	432.5
0	437.5
0	442.5
0	447.5
0	452.5
0	457.5
0	462.5
0	467.5
0	472.5
0	477.5
0	482.5
-1	487.5
-2	492.5
-2	497.5
0	502.5
0	507.5
0	512.5
-1	517.5
-2	522.5
-3	527.5
-3	532.5
0	537.5
0	542.5
0	547.5
-2	552.5
-3	557.5
-2	562.5
0	567.5
0	572.5
0	577.5
0	582.5
0	587.5
0	592.5
0	597.5
0	602.5
0	607.5
0	612.5
0	617.5
0	622.5
0	627.5
0	632.5
-1	637.5
-2	642.5
-2	647.5
-2	652.5
0	657.5
0	662.5
0	667.5
-1	672.5
-2	677.5
0	682.5
0	687.5
0	692.5
-2	697.5
-2	702.5
-2	707.5
0	712.5
0	717.5
0	722.5
0	727.5
-2	732.5
-3	737.5
-2	742.5
0	747.5
0	752.5
0	757.5
-2	762.5
-2	767.5
-2	772.5
-3	777.5
-3	782.5
-3	787.5
-3	792.5
-3	797.5
-3	802.5
-3	807.5
-3	812.5
-3	817.5
-3	822.5
-3	827.5
-3	832.5
-3	837.5
-3	842.5
-3	847.5
-3	852.5
-3	857.5
-3	862.5
-3	867.5
-3	872.5
