0	12.5
-2	17.5
0	22.5
0	27.5
0	32.5
0	37.5
0	42.5
-2	47.5
-2	52.5
-2	57.5
0	62.5
0	67.5
0	72.5
0	77.5
0	82.5
0	87.5
0	92.5
-1	97.5
0	102.5
0	107.5
0	112.5
0	117.5
0	122.5
0	127.5
0	132.5
0	137.5
0	142.5
0	147.5
-2	152.5
0	157.5
0	162.5
0	167.5
0	172.5
0	177.5
0	182.5
0	187.5
-2	192.5
0	197.5
0	202.5
0	207.5
-2	212.5
-2	217.5
-2	222.5
-2	227.5
-2	232.5
-3	237.5
0	242.5
0	247.5
0	252.5
-2	257.5
-2	262.5
0	267.5
0	272.5
0	277.5
0	282.5
0	287.5
0	292.5
0	297.5
0	302.5
-1	307.5
-1	312.5
-2	317.5
-2	322.5
-2	327.5
-2	332.5
-2	337.5
-2	342.5
-2	347.5
-2	352.5
0	357.5
0	362.5
0	367.5
0	372.5
0	377.5
0	382.5
-3	387.5
-2	392.5
-2	397.5
-2	402.5
0	407.5
0	412.5
0	417.5
-2	422.5
-2	427.5
-3	432.5
-3	437.5
-3	442.5
-3	447.5
-3	452.5
-3	457.5
-3	462.5
-2	467.5
-2	472.5
-2	477.5
-3	482.5
0	487.5
0	492.5
0	497.5
0	502.5
0	507.5
0	512.5
-2	517.5
-2	522.5
-2	527.5
-2	532.5
-2	537.5
-2	542.5
-3	547.5
-3	552.5
-3	557.5
-2	562.5
-2	567.5
0	572.5
0	577.5
0	582.5
0	587.5
-2	592.5
-2	597.5
0	602.5
0	607.5
-2	612.5
-2	617.5
-2	622.5
-2	627.5
0	632.5
0	637.5
0	642.5
0	647.5
0	652.5
0	657.5
0	662.5
0	667.5
0	672.5
0	677.5
0	682.5
-2	687.5
-2	692.5
-2	697.5
0	702.5
0	707.5
0	712.5
0	717.5
0	722.5
0	727.5
0	732.5
0	737.5
-2	742.5
0	747.5
0	752.5
0	757.5
0	762.5
0	767.5
0	772.5
-2	777.5
-2	782.5
0	787.5
0	792.5
0	797.5
0	802.5
-1	807.5
0	812.5
0	817.5
0	822.5
-2	827.5
0	832.5
0	837.5
0	842.5
0	847.5
-2	852.5
